id,nombre,popularity,artista,pais,genero
378,Lindo Momento,21,Julliany Souza,ME,NULL
379,squabble up,87,Kendrick Lamar,ME,hyphy
380,Seu Astral / Mistérios,11,Fiorella,ME,NULL
381,Timeless (feat. Playboi Carti),87,"The Weeknd, Playboi Carti",ME,NULL
382,Rodeo (Remix),9,"Lah Pat, Flo Milli",ME,NULL
383,"One Of The Girls (with JENNIE, Lily Rose Depp)",87,"The Weeknd, JENNIE, Lily-Rose Depp",ME,NULL
384,Risk - Live From The Tonight Show With Jimmy Fallon,8,Gracie Abrams,ME,NULL
385,Like Him (feat. Lola Young),86,"Tyler, The Creator, Lola Young",ME,NULL
386,04:30,7,"Haze, Mucco",ME,NULL
387,Messy,86,Lola Young,ME,indie rock
388,Selfmade Babylon,6,"Bausa, Bozza",ME,NULL
389,blue,86,yung kai,ME,indie
390,Standard,6,"Einar, A36",ME,NULL
391,Qué Pasaría...,86,"Rauw Alejandro, Bad Bunny",ME,NULL
392,Passenger Princess,6,"Aminé, Smino",ME,NULL
393,Taste,86,Sabrina Carpenter,ME,pop
394,Tussi Code Mari,5,"Marcianeke, Crismj",ME,NULL
395,Loco,86,Neton Vega,ME,NULL
396,Pasatiempo,4,"La China, ECKO",ME,NULL
397,Who,86,Jimin,ME,homosexual
