id,nombre,popularity,artista,pais,genero
270,Есенин,60,"NAVAI, MONA",MD,NULL
271,"J.S. Bach: Violin Partita No. 2 in D Minor, BWV 1004 - I. Allemanda",3,"Johann Sebastian Bach, Carolin Widmann",MD,NULL
272,Timeless (feat. Playboi Carti),87,"The Weeknd, Playboi Carti",MD,NULL
273,Rid Of Me - Live,3,Still Woozy,MD,NULL
274,По весне,55,"Jakone, SCIRENA",MD,NULL
275,TV - Live From Singapore’s Cloud Forest,3,Billie Eilish,MD,NULL
276,Minor,58,Miyagi & Andy Panda,MD,NULL
277,Last Night In Kingston,3,Konan,MD,NULL
278,Amsterdam,57,Icegergert,MD,NULL
279,I Ain't Sayin' - Performance,2,Jordan Davis,MD,NULL
280,Харизма,56,Wallem,MD,NULL
281,Party Jumpin’,2,"Jamie Brown, Marshmello",MD,NULL
282,Дорога дальняя,56,Jakone,MD,NULL
283,Family Feud - Live at The Ford,2,FINNEAS,MD,NULL
284,IVL,53,"MACAN, SCIRENA",MD,NULL
285,Aimer à moitié,2,Calema,MD,NULL
286,Pentru totdeauna,47,"Irina Rimes, Grasu XXL",MD,NULL
287,Cono Hielo,1,"CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso",MD,NULL
288,Lost Angeles,59,FRIENDLY THUG 52 NGG,MD,NULL
289,Заново,51,MACAN,MD,NULL
290,DUMBAI,1,"CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso",MD,NULL
291,ParisLove,62,FORTUNA 812,MD,NULL
292,Pode Ir Embora / Vagalumes / Trânsito Parado,1,Fiorella,MD,NULL
293,Спой,52,"A.V.G, MACAN",MD,NULL
294,Na Nossa Sala / Amor e Amor - Ao Vivo,1,"Rodriguinho, Gaab, Mr. Dan",MD,NULL
295,Гектор,58,Icegergert,MD,NULL
296,Vamos Fugir / Aqui É O Seu Lugar,1,Fiorella,MD,NULL
297,KOCHASZ?,68,"Sobel, francis, Deemz",PL,NULL
298,Dużo Ciebie Mi,4,Lemon,PL,polish
299,Die With A Smile,96,"Lady Gaga, Bruno Mars",PL,NULL
300,That’s So True - Live From Radio City Music Hall,20,Gracie Abrams,PL,NULL
301,Dom Nad Wodą,65,"Pezet, Auer",PL,NULL
302,All We Got (feat. KIDDO),14,"Robin Schulz, KIDDO",PL,NULL
303,BIRDS OF A FEATHER,93,Billie Eilish,PL,alt-pop
304,Rodeo (Remix),9,"Lah Pat, Flo Milli",PL,NULL
305,Sophia Loren,64,"Tymek, Urbanski",PL,NULL
306,Hurt,12,OneRepublic,PL,NULL
307,Lloret de Mar,64,Mata,PL,NULL
308,Happier Than Ever - Live From Disney’s Happier Than Ever/A Love Letter to Los Angeles,3,Billie Eilish,PL,NULL
309,APT.,91,"ROSÉ, Bruno Mars",PL,NULL
310,Risk - Live From The Tonight Show With Jimmy Fallon,8,Gracie Abrams,PL,NULL
311,Wynalazek Filipa Golarza,63,"Kleks, Sobel, sanah",PL,NULL
312,僕は頑張るよっ feat. ano,1,"Shinsei Kamattechan, Ano",PL,NULL
313,Pięknie płyniesz,63,Dawid Podsiadło,PL,polish
314,Circles,7,SAINt JHN,PL,NULL
315,The Days - NOTION Remix,84,"Chrystal, NOTION",PL,NULL
316,Don't Play by the Rules,3,"D.T.E, PREZIOSO",PL,NULL
317,That’s So True,91,Gracie Abrams,PL,love at first listen
318,TV - Live From Singapore’s Cloud Forest,3,Billie Eilish,PL,NULL
319,Not Like Us,92,Kendrick Lamar,PL,MySpotigramBot
320,Passenger Princess,6,"Aminé, Smino",PL,NULL
321,"Good Luck, Babe!",89,Chappell Roan,PL,synthpop
322,Party Jumpin’,2,"Jamie Brown, Marshmello",PL,NULL
323,Miłość jest ślepa,63,sanah,PL,polish
324,One Day - Live,0,MONSTA X,PL,NULL
325,Sailor Song,89,Gigi Perez,PL,indie folk
326,"J.S. Bach: Violin Partita No. 2 in D Minor, BWV 1004 - I. Allemanda",3,"Johann Sebastian Bach, Carolin Widmann",PL,NULL
327,Dom Nad Wodą,62,"Pezet, Auer",PL,NULL
328,"Rachmaninov: Rhapsody on a Theme of Paganini, Op. 43: Variation 18 (Andante cantabile)",3,"Sergei Rachmaninoff, Martin James Bartlett, Joshua Weilerstein, London Philharmonic Orchestra",PL,NULL
329,taki mały ja,62,"kuqe 2115, francis",PL,NULL
330,EA2 (The Beginning of the Era),1,Lil Uzi Vert,PL,NULL
331,Still Into You,75,"CYRIL, maryjo",PL,NULL
332,Little Window - Live Studio Session,3,FINNEAS,PL,NULL
333,CZEMU NIE ŚPISZ?,61,"bambi, FUJU, francis, Def Jam World Tour",PL,NULL
334,Family Feud - Live at The Ford,2,FINNEAS,PL,NULL
335,Messy,86,Lola Young,PL,indie rock
336,Vivien,1,††† (Crosses),PL,NULL
337,wszystkie noce są samotne,61,"kuqe 2115, Kubi Producent",PL,NULL
338,Babylon - Live,4,Tamino,PL,NULL
339,Bad Dreams,80,Teddy Swims,PL,pop
340,FAKE - BRITs 2022 Rising Star Live Session,1,Lola Young,PL,NULL
341,Falochrony,61,"Roxie, Mata",PL,NULL
342,Do Ciebie mówię (Taste The Beat),0,"Białas, Muniek Staszczyk, Kuba Więcek, Sir Mich",PL,NULL
343,PRZEKAZ MYŚLI,61,"Żabson, Sir Mich",PL,NULL
344,Elixir,1,Tommy Saint,PL,NULL
345,NDA,61,SVM!R,PL,NULL
346,Bank of Wildflowers (feat. Georgia),0,"William Orbit, Georgia",PL,NULL
347,Vino să te f,57,Dani Mocanu,RO,NULL
348,That’s So True - Live From Radio City Music Hall,20,Gracie Abrams,RO,NULL
349,Meneaito,56,"Tzanca Uraganu, Costel Biju",RO,NULL
350,Hurt,12,OneRepublic,RO,NULL
351,Anglia,55,Dani Mocanu,RO,NULL
352,Little Window - Live Studio Session,3,FINNEAS,RO,NULL
353,Mercedes,56,"Iuly Neamtu, Manele Mentolate",RO,NULL
354,Circles,7,SAINt JHN,RO,NULL
355,Baklava,56,"Gya, Babasha",RO,NULL
356,All We Got (feat. KIDDO),14,"Robin Schulz, KIDDO",RO,NULL
357,Die With A Smile,96,"Lady Gaga, Bruno Mars",RO,NULL
358,Rodeo (Remix),9,"Lah Pat, Flo Milli",RO,NULL
359,Vreau,53,Sami G,RO,NULL
360,Vivien,1,††† (Crosses),RO,NULL
361,Who,86,Jimin,RO,homosexual
362,Passenger Princess,6,"Aminé, Smino",RO,NULL
363,Hai sa ne iubim ca nemtii,54,Dani Mocanu,RO,NULL
364,Risk - Live From The Tonight Show With Jimmy Fallon,8,Gracie Abrams,RO,NULL
365,Rusia,53,Dani Mocanu,RO,NULL
366,"Rachmaninov: Rhapsody on a Theme of Paganini, Op. 43: Variation 18 (Andante cantabile)",3,"Sergei Rachmaninoff, Martin James Bartlett, Joshua Weilerstein, London Philharmonic Orchestra",RO,NULL
367,Spania,53,Dani Mocanu,RO,NULL
368,Babylon - Live,4,Tamino,RO,NULL
369,"A venit poliția - From ""Candidatul perfect"" The Movie",55,Theo Rose,RO,NULL
370,EA2 (The Beginning of the Era),1,Lil Uzi Vert,RO,NULL
371,"Yali, Yali",53,"Babasha, Ministerul Manelelor",RO,NULL
372,"J.S. Bach: Violin Partita No. 2 in D Minor, BWV 1004 - I. Allemanda",3,"Johann Sebastian Bach, Carolin Widmann",RO,NULL
373,Vin Sa Te Fur,52,"Luis Gabriel, Haziran",RO,NULL
374,Happier Than Ever - Live From Disney’s Happier Than Ever/A Love Letter to Los Angeles,3,Billie Eilish,RO,NULL
375,NUMAI FEMEI,51,Adrian Norocel,RO,NULL
